date,station_id,fuel_type,price_per_litre,volume_sold_litres,rainfall_mm,temperature_c,day_of_week,holiday,competitor_price
2024-12-23,103,Petrol,180.8,6046,5.03,29.9,Monday,No,180.65
2024-12-24,103,Petrol,179.72,5359,0.0,25.2,Tuesday,No,179.9
2024-12-25,103,Petrol,180.16,6119,0.0,28.3,Wednesday,Yes,179.64
2024-12-26,103,Petrol,177.36,5837,3.04,24.2,Thursday,No,177.03
2024-12-27,103,Petrol,180.4,5939,2.42,25.2,Friday,No,180.41
2024-12-28,103,Petrol,178.55,6504,1.62,20.6,Saturday,No,178.42
2024-12-29,103,Petrol,177.42,5211,4.69,30.2,Sunday,No,176.48
2024-12-30,103,Petrol,179.87,5636,0.0,28.2,Monday,No,179.63
2024-12-31,103,Petrol,179.83,5573,1.85,24.0,Tuesday,No,178.9
2024-01-01,103,Diesel,166.1,4161,7.9,26.9,Monday,No,165.98
2024-01-02,103,Diesel,165.8,4378,0.0,23.5,Tuesday,No,165.25
2024-01-03,103,Diesel,165.38,5261,0.0,27.8,Wednesday,No,164.62
2024-01-04,103,Diesel,162.99,5070,3.8,27.7,Thursday,No,162.35
2024-01-05,103,Diesel,165.91,4783,5.44,28.4,Friday,No,164.1
2024-01-06,103,Diesel,163.18,5368,4.84,27.8,Saturday,Yes,163.38
2024-01-07,103,Diesel,164.88,4591,4.43,28.3,Sunday,No,164.41
2024-01-08,103,Diesel,166.52,4713,5.11,31.2,Monday,No,167.72
2024-01-09,103,Diesel,164.92,4496,0.12,29.2,Tuesday,No,164.05
2024-01-10,103,Diesel,163.35,4461,5.13,30.7,Wednesday,No,161.09
2024-01-11,103,Diesel,166.84,4163,3.12,33.1,Thursday,Yes,166.16
2024-01-12,103,Diesel,162.82,4126,3.88,31.9,Friday,No,162.03
2024-01-13,103,Diesel,164.31,4699,0.0,26.0,Saturday,No,162.61
2024-01-14,103,Diesel,166.29,4640,0.0,29.2,Sunday,No,165.16
2024-01-15,103,Diesel,167.96,4738,3.09,27.6,Monday,No,168.54
2024-01-16,103,Diesel,165.57,5103,2.26,23.1,Tuesday,No,164.66
2024-01-17,103,Diesel,165.82,4479,2.85,29.5,Wednesday,No,164.51
2024-01-18,103,Diesel,164.83,4575,0.43,28.4,Thursday,No,165.22
2024-01-19,103,Diesel,165.07,5110,0.01,34.6,Friday,No,165.2
2024-01-20,103,Diesel,166.17,5086,6.96,26.5,Saturday,No,165.34
2024-01-21,103,Diesel,165.25,4465,2.8,23.0,Sunday,No,163.77
2024-01-22,103,Diesel,167.2,5650,4.89,33.7,Monday,No,167.26
2024-01-23,103,Diesel,166.04,5260,2.79,29.1,Tuesday,No,165.36
2024-01-24,103,Diesel,162.9,4765,9.68,32.9,Wednesday,No,163.02
2024-01-25,103,Diesel,167.13,4528,0.0,33.8,Thursday,No,166.09
2024-01-26,103,Diesel,164.77,5070,3.38,28.3,Friday,Yes,165.43
2024-01-27,103,Diesel,163.96,4231,0.0,26.1,Saturday,No,162.51
2024-01-28,103,Diesel,162.89,5085,3.63,29.7,Sunday,No,160.54
2024-01-29,103,Diesel,162.44,5624,0.0,30.0,Monday,No,162.06
2024-01-30,103,Diesel,164.18,4920,0.58,30.0,Tuesday,No,164.71
2024-01-31,103,Diesel,162.96,5963,0.0,33.9,Wednesday,No,163.46
2024-02-01,103,Diesel,166.08,4548,0.0,27.2,Thursday,No,166.33
2024-02-02,103,Diesel,162.27,4835,3.23,23.5,Friday,No,161.71
2024-02-03,103,Diesel,164.79,4584,0.0,25.2,Saturday,No,163.69
2024-02-04,103,Diesel,164.95,4560,1.75,33.2,Sunday,No,164.27
2024-02-05,103,Diesel,163.98,4764,1.49,28.7,Monday,No,164.21
2024-02-06,103,Diesel,163.18,4573,0.96,34.6,Tuesday,No,163.91
2024-02-07,103,Diesel,164.83,4822,3.85,28.5,Wednesday,No,164.05
2024-02-08,103,Diesel,166.63,4932,2.57,29.0,Thursday,No,167.34
2024-02-09,103,Diesel,163.67,4884,0.0,31.4,Friday,No,163.62
2024-02-10,103,Diesel,163.97,4737,6.87,33.1,Saturday,No,162.55
2024-02-11,103,Diesel,166.43,4864,2.68,29.4,Sunday,No,166.76
2024-02-12,103,Diesel,164.45,5504,5.99,32.1,Monday,No,163.27
2024-02-13,103,Diesel,165.18,5612,0.0,29.2,Tuesday,No,166.29
2024-02-14,103,Diesel,164.35,3801,3.34,30.5,Wednesday,No,164.64
2024-02-15,103,Diesel,165.21,4202,6.47,26.0,Thursday,No,165.87
2024-02-16,103,Diesel,169.27,4902,3.66,24.5,Friday,No,168.67
2024-02-17,103,Diesel,165.14,5376,0.0,26.7,Saturday,No,165.36
2024-02-18,103,Diesel,163.29,4651,1.3,26.2,Sunday,No,161.79
2024-02-19,103,Diesel,163.94,4608,0.0,27.1,Monday,No,163.95
2024-02-20,103,Diesel,163.21,4855,8.98,21.6,Tuesday,No,163.56
2024-02-21,103,Diesel,165.55,5251,0.17,20.4,Wednesday,No,164.61
2024-02-22,103,Diesel,164.63,4371,3.75,29.7,Thursday,No,164.17
2024-02-23,103,Diesel,166.79,3674,2.09,33.6,Friday,No,164.55
2024-02-24,103,Diesel,166.23,4574,2.42,32.3,Saturday,No,165.09
2024-02-25,103,Diesel,164.6,5531,0.0,25.9,Sunday,No,164.64
2024-02-26,103,Diesel,167.48,4615,0.0,26.5,Monday,No,167.27
2024-02-27,103,Diesel,166.63,5163,3.79,29.4,Tuesday,No,167.45
2024-02-28,103,Diesel,166.04,4574,4.55,24.4,Wednesday,No,165.36
2024-02-29,103,Diesel,163.21,4486,3.75,28.0,Thursday,No,162.58
2024-03-01,103,Diesel,163.42,4817,2.29,26.8,Friday,No,163.26
2024-03-02,103,Diesel,163.85,5039,6.56,29.9,Saturday,No,164.9
2024-03-03,103,Diesel,163.83,5025,5.1,26.3,Sunday,No,164.68
2024-03-04,103,Diesel,164.0,4471,2.11,35.6,Monday,No,163.09
2024-03-05,103,Diesel,162.78,4485,0.0,28.7,Tuesday,No,163.33
2024-03-06,103,Diesel,163.68,4508,4.16,24.8,Wednesday,No,164.79
2024-03-07,103,Diesel,163.79,4736,3.87,33.2,Thursday,No,164.9
2024-03-08,103,Diesel,163.98,4888,0.54,26.6,Friday,No,162.94
2024-03-09,103,Diesel,162.72,5207,3.41,31.1,Saturday,No,162.79
2024-03-10,103,Diesel,162.05,4634,5.38,29.1,Sunday,No,163.4
2024-03-11,103,Diesel,164.74,4364,0.06,26.7,Monday,No,162.99
2024-03-12,103,Diesel,168.26,4484,4.59,24.7,Tuesday,No,169.18
2024-03-13,103,Diesel,169.14,4682,0.0,26.7,Wednesday,No,169.14
2024-03-14,103,Diesel,165.83,5279,2.84,29.3,Thursday,No,166.42
2024-03-15,103,Diesel,164.99,4893,1.55,26.2,Friday,No,163.45
2024-03-16,103,Diesel,164.35,4580,0.0,28.0,Saturday,No,163.28
2024-03-17,103,Diesel,164.93,4743,1.63,28.0,Sunday,No,163.99
2024-03-18,103,Diesel,166.89,5005,7.32,26.3,Monday,No,167.04
2024-03-19,103,Diesel,166.53,4127,0.97,28.4,Tuesday,No,165.25
2024-03-20,103,Diesel,164.81,5117,0.44,27.4,Wednesday,No,164.57
2024-03-21,103,Diesel,164.44,4021,8.32,31.7,Thursday,No,163.17
2024-03-22,103,Diesel,163.5,5080,0.0,23.3,Friday,No,163.86
2024-03-23,103,Diesel,163.78,5322,7.88,28.2,Saturday,No,163.41
2024-03-24,103,Diesel,164.67,5296,4.29,19.6,Sunday,No,164.25
2024-03-25,103,Diesel,166.52,4824,2.42,27.7,Monday,No,165.3
2024-03-26,103,Diesel,164.94,4690,1.74,31.0,Tuesday,No,164.4
2024-03-27,103,Diesel,165.16,5191,0.62,30.5,Wednesday,No,164.89
2024-03-28,103,Diesel,164.48,5103,0.0,27.9,Thursday,No,164.56
2024-03-29,103,Diesel,166.09,4974,5.65,30.6,Friday,No,165.74
2024-03-30,103,Diesel,161.96,5264,7.16,26.3,Saturday,No,160.34
2024-03-31,103,Diesel,166.0,4092,0.18,27.6,Sunday,No,165.29
2024-04-01,103,Diesel,163.8,5158,4.9,31.2,Monday,No,161.9
2024-04-02,103,Diesel,163.51,5000,6.91,31.4,Tuesday,Yes,162.19
2024-04-03,103,Diesel,164.25,5186,0.0,26.0,Wednesday,No,163.3
2024-04-04,103,Diesel,166.35,4571,6.71,33.5,Thursday,No,165.12
2024-04-05,103,Diesel,165.16,4949,0.0,25.1,Friday,No,163.19
2024-04-06,103,Diesel,166.49,5335,2.75,23.3,Saturday,No,165.38
2024-04-07,103,Diesel,167.72,6008,0.0,32.6,Sunday,No,168.22
2024-04-08,103,Diesel,165.57,5373,0.0,28.6,Monday,No,164.5
2024-04-09,103,Diesel,166.46,5753,0.0,23.7,Tuesday,No,166.61
2024-04-10,103,Diesel,164.53,5328,0.0,28.6,Wednesday,No,164.72
2024-04-11,103,Diesel,166.26,5747,0.0,31.2,Thursday,No,164.63
2024-04-12,103,Diesel,162.44,5158,3.37,27.5,Friday,No,160.69
2024-04-13,103,Diesel,165.93,5184,0.0,29.9,Saturday,No,166.09
2024-04-14,103,Diesel,166.77,5154,0.8,28.7,Sunday,No,167.76
2024-04-15,103,Diesel,164.75,5404,5.32,27.8,Monday,No,164.09
2024-04-16,103,Diesel,163.88,5088,2.17,24.9,Tuesday,Yes,163.18
2024-04-17,103,Diesel,165.38,5575,1.84,30.3,Wednesday,No,164.56
2024-04-18,103,Diesel,166.75,5099,2.25,32.5,Thursday,No,166.96
2024-04-19,103,Diesel,164.13,5394,6.27,27.9,Friday,No,164.98
2024-04-20,103,Diesel,165.68,5766,1.07,26.1,Saturday,No,165.75
2024-04-21,103,Diesel,164.68,4352,0.0,25.7,Sunday,Yes,163.12
2024-04-22,103,Diesel,165.67,4876,0.51,31.0,Monday,No,164.25
2024-04-23,103,Diesel,164.35,5220,6.02,31.0,Tuesday,No,163.99
2024-04-24,103,Diesel,166.34,5207,3.06,32.3,Wednesday,No,166.6
2024-04-25,103,Diesel,165.07,5195,0.0,27.2,Thursday,No,163.22
2024-04-26,103,Diesel,163.04,5347,3.1,26.2,Friday,No,163.5
2024-04-27,103,Diesel,166.59,5284,1.37,30.8,Saturday,No,165.37
2024-04-28,103,Diesel,164.36,5333,0.41,29.7,Sunday,No,164.64
2024-04-29,103,Diesel,164.9,5636,2.29,25.5,Monday,No,163.46
2024-04-30,103,Diesel,164.79,4663,4.03,25.1,Tuesday,No,163.04
2024-05-01,103,Diesel,164.05,5098,2.06,23.7,Wednesday,No,163.83
2024-05-02,103,Diesel,164.21,4883,1.94,27.0,Thursday,No,163.63
2024-05-03,103,Diesel,167.16,4779,5.25,27.1,Friday,No,166.25
2024-05-04,103,Diesel,166.97,4734,3.01,31.8,Saturday,No,166.42
2024-05-05,103,Diesel,163.26,5210,0.13,27.9,Sunday,No,161.98
2024-05-06,103,Diesel,167.13,4867,0.0,31.9,Monday,No,166.04
2024-05-07,103,Diesel,164.18,4689,4.38,22.8,Tuesday,No,163.01
2024-05-08,103,Diesel,163.54,4635,2.45,30.4,Wednesday,No,161.3
2024-05-09,103,Diesel,166.04,5111,5.92,23.2,Thursday,No,164.96
2024-05-10,103,Diesel,165.79,4452,4.6,32.9,Friday,No,165.51
2024-05-11,103,Diesel,165.31,4898,1.74,27.4,Saturday,No,164.92
2024-05-12,103,Diesel,165.32,5090,1.67,29.9,Sunday,No,165.6
2024-05-13,103,Diesel,164.68,4511,1.38,31.1,Monday,No,163.29
2024-05-14,103,Diesel,166.63,5251,2.36,30.0,Tuesday,No,166.76
2024-05-15,103,Diesel,163.83,5212,3.97,31.0,Wednesday,Yes,161.58
2024-05-16,103,Diesel,165.92,5304,0.0,29.2,Thursday,No,165.19
2024-05-17,103,Diesel,165.32,5025,5.53,26.9,Friday,No,164.58
2024-05-18,103,Diesel,164.76,4498,0.0,27.2,Saturday,No,165.71
2024-05-19,103,Diesel,165.68,4229,3.84,29.1,Sunday,No,167.22
2024-05-20,103,Diesel,166.29,5369,1.98,26.9,Monday,No,164.85
2024-05-21,103,Diesel,165.67,5049,2.89,26.9,Tuesday,No,164.29
2024-05-22,103,Diesel,164.91,5291,2.12,26.6,Wednesday,No,164.57
2024-05-23,103,Diesel,163.93,4750,1.6,24.7,Thursday,No,162.66
2024-05-24,103,Diesel,164.83,4586,4.6,30.0,Friday,No,164.63
2024-05-25,103,Diesel,166.15,4578,8.49,26.8,Saturday,No,166.85
2024-05-26,103,Diesel,166.89,5140,1.42,26.3,Sunday,No,167.94
2024-05-27,103,Diesel,165.16,4861,0.0,32.6,Monday,No,165.0
2024-05-28,103,Diesel,166.25,4998,0.0,29.8,Tuesday,No,166.67
2024-05-29,103,Diesel,162.5,5239,7.0,26.9,Wednesday,No,161.79
2024-05-30,103,Diesel,165.87,4809,8.31,32.3,Thursday,No,165.58
2024-05-31,103,Diesel,168.03,4897,5.46,28.8,Friday,No,166.23
2024-06-01,103,Diesel,164.04,4881,2.63,31.5,Saturday,No,164.04
2024-06-02,103,Diesel,164.32,4713,0.0,25.7,Sunday,No,166.34
2024-06-03,103,Diesel,165.44,4849,0.99,29.3,Monday,No,165.04
2024-06-04,103,Diesel,165.61,4825,5.55,25.7,Tuesday,No,164.88
2024-06-05,103,Diesel,165.72,5211,2.41,30.2,Wednesday,No,164.51
2024-06-06,103,Diesel,166.6,4466,3.14,24.3,Thursday,No,167.6
2024-06-07,103,Diesel,163.25,4760,4.51,28.4,Friday,No,163.56
2024-06-08,103,Diesel,163.12,5364,4.29,32.3,Saturday,No,162.33
2024-06-09,103,Diesel,165.49,4518,2.04,27.8,Sunday,No,165.43
2024-06-10,103,Diesel,164.29,4862,0.93,32.5,Monday,No,164.04
2024-06-11,103,Diesel,165.22,4151,4.02,24.5,Tuesday,No,164.66
2024-06-12,103,Diesel,162.49,5272,0.0,28.3,Wednesday,No,162.56
2024-06-13,103,Diesel,165.7,4677,5.85,26.6,Thursday,No,164.0
2024-06-14,103,Diesel,164.78,4808,0.0,24.0,Friday,No,164.45
2024-06-15,103,Diesel,166.26,4983,3.66,27.5,Saturday,No,166.68
2024-06-16,103,Diesel,165.84,4211,0.0,28.3,Sunday,No,164.22
2024-06-17,103,Diesel,161.93,4697,0.55,27.5,Monday,No,160.45
2024-06-18,103,Diesel,162.22,4861,0.0,25.6,Tuesday,No,162.86
2024-06-19,103,Diesel,166.34,4739,2.1,30.0,Wednesday,No,164.43
2024-06-20,103,Diesel,166.17,5251,2.61,31.4,Thursday,No,164.77
2024-06-21,103,Diesel,163.41,4009,0.0,31.9,Friday,Yes,163.25
2024-06-22,103,Diesel,166.54,4935,3.34,28.2,Saturday,No,166.58
2024-06-23,103,Diesel,164.5,5049,2.85,30.9,Sunday,No,162.52
2024-06-24,103,Diesel,163.76,4932,4.49,26.1,Monday,No,165.42
2024-06-25,103,Diesel,164.58,4655,4.82,26.2,Tuesday,No,164.54
2024-06-26,103,Diesel,167.39,4901,2.82,32.2,Wednesday,No,167.14
2024-06-27,103,Diesel,165.81,4785,1.9,23.7,Thursday,No,165.46
2024-06-28,103,Diesel,165.2,4890,6.9,21.2,Friday,No,164.12
2024-06-29,103,Diesel,165.23,5293,4.01,28.6,Saturday,No,165.34
2024-06-30,103,Diesel,165.38,5424,2.86,27.7,Sunday,No,164.69
2024-07-01,103,Diesel,166.74,5524,2.9,33.0,Monday,No,166.55
2024-07-02,103,Diesel,166.63,4291,0.13,25.8,Tuesday,No,165.39
2024-07-03,103,Diesel,162.73,4977,6.66,32.8,Wednesday,No,162.31
2024-07-04,103,Diesel,164.39,4104,0.8,27.7,Thursday,No,163.94
2024-07-05,103,Diesel,162.64,4236,1.08,24.9,Friday,No,162.56
2024-07-06,103,Diesel,167.23,4417,0.0,27.0,Saturday,No,166.87
2024-07-07,103,Diesel,166.86,4098,0.0,25.5,Sunday,No,165.72
2024-07-08,103,Diesel,163.61,3364,8.57,30.4,Monday,No,163.99
2024-07-09,103,Diesel,166.25,4591,0.0,26.6,Tuesday,No,167.18
2024-07-10,103,Diesel,166.67,4521,3.54,26.6,Wednesday,No,166.54
2024-07-11,103,Diesel,167.89,4551,4.84,31.0,Thursday,No,166.86
2024-07-12,103,Diesel,164.28,4208,3.95,26.3,Friday,No,162.04
2024-07-13,103,Diesel,165.56,3512,0.0,30.7,Saturday,No,165.93
2024-07-14,103,Diesel,164.78,4567,6.04,24.6,Sunday,No,162.66
2024-07-15,103,Diesel,168.69,4403,0.0,28.6,Monday,No,169.15
2024-07-16,103,Diesel,163.97,4115,7.9,29.5,Tuesday,No,163.41
2024-07-17,103,Diesel,167.82,3853,0.9,31.2,Wednesday,No,166.83
2024-07-18,103,Diesel,164.01,4017,0.44,28.7,Thursday,No,162.63
2024-07-19,103,Diesel,165.31,4816,0.0,30.5,Friday,No,163.52
2024-07-20,103,Diesel,164.12,4616,3.81,28.2,Saturday,No,164.16
2024-07-21,103,Diesel,163.49,4056,6.78,27.0,Sunday,No,163.28
2024-07-22,103,Diesel,164.64,4487,3.35,30.4,Monday,No,161.95
2024-07-23,103,Diesel,168.15,3934,2.56,26.5,Tuesday,No,167.26
2024-07-24,103,Diesel,164.4,3945,0.84,29.5,Wednesday,No,165.91
2024-07-25,103,Diesel,165.22,3751,0.0,26.4,Thursday,No,164.44
2024-07-26,103,Diesel,165.86,4342,0.0,24.9,Friday,No,165.11
2024-07-27,103,Diesel,164.85,3907,0.0,30.6,Saturday,No,161.53
2024-07-28,103,Diesel,167.22,4266,3.76,28.3,Sunday,No,165.62
2024-07-29,103,Diesel,164.28,3882,5.52,25.2,Monday,Yes,164.41
2024-07-30,103,Diesel,163.54,4428,0.86,28.1,Tuesday,No,162.26
2024-07-31,103,Diesel,166.32,4073,3.4,31.8,Wednesday,No,165.7
2024-08-01,103,Diesel,167.89,4878,4.02,26.7,Thursday,No,167.63
2024-08-02,103,Diesel,164.2,4146,0.0,30.4,Friday,No,163.59
2024-08-03,103,Diesel,166.7,4165,6.42,26.5,Saturday,No,167.79
2024-08-04,103,Diesel,167.12,4272,3.26,26.2,Sunday,No,166.61
2024-08-05,103,Diesel,164.8,4292,0.0,31.2,Monday,No,163.51
2024-08-06,103,Diesel,166.07,4239,0.63,29.3,Tuesday,No,167.17
2024-08-07,103,Diesel,162.47,4750,6.75,30.2,Wednesday,No,161.44
2024-08-08,103,Diesel,168.71,3646,2.22,36.2,Thursday,No,167.76
2024-08-09,103,Diesel,164.22,4366,0.0,29.3,Friday,No,164.61
2024-08-10,103,Diesel,165.18,4197,2.25,22.8,Saturday,No,166.28
2024-08-11,103,Diesel,164.74,4382,0.0,25.0,Sunday,No,163.13
2024-08-12,103,Diesel,165.28,4093,4.46,30.1,Monday,No,164.71
2024-08-13,103,Diesel,166.82,4052,3.29,28.6,Tuesday,No,167.43
2024-08-14,103,Diesel,163.54,3663,0.0,27.0,Wednesday,No,163.3
2024-08-15,103,Diesel,164.51,4660,7.97,28.7,Thursday,No,163.07
2024-08-16,103,Diesel,165.19,4355,0.0,30.2,Friday,No,164.21
2024-08-17,103,Diesel,167.22,3971,0.0,26.4,Saturday,No,167.36
2024-08-18,103,Diesel,163.72,4691,2.72,25.9,Sunday,No,163.09
2024-08-19,103,Diesel,164.38,4078,0.0,28.5,Monday,No,162.76
2024-08-20,103,Diesel,166.53,4084,2.69,29.1,Tuesday,No,164.78
2024-08-21,103,Diesel,166.23,4013,1.93,33.2,Wednesday,No,165.34
2024-08-22,103,Diesel,165.09,4314,1.42,31.4,Thursday,No,165.49
2024-08-23,103,Diesel,166.11,4620,1.75,25.0,Friday,No,165.42
2024-08-24,103,Diesel,164.64,5086,1.03,26.6,Saturday,No,163.08
2024-08-25,103,Diesel,162.35,4589,1.91,24.0,Sunday,No,161.43
2024-08-26,103,Diesel,163.65,3814,3.27,27.5,Monday,No,163.21
2024-08-27,103,Diesel,166.08,4506,1.22,30.6,Tuesday,No,164.56
2024-08-28,103,Diesel,165.49,4303,0.0,29.0,Wednesday,No,167.03
2024-08-29,103,Diesel,164.52,3991,0.0,30.0,Thursday,No,163.92
2024-08-30,103,Diesel,163.25,4371,4.65,28.9,Friday,No,163.19
2024-08-31,103,Diesel,166.11,3717,1.48,27.4,Saturday,No,164.67
2024-09-01,103,Diesel,164.15,4468,3.64,27.8,Sunday,No,165.43
2024-09-02,103,Diesel,164.48,4096,0.0,28.1,Monday,No,163.91
2024-09-03,103,Diesel,164.9,5137,2.44,28.7,Tuesday,No,162.96
2024-09-04,103,Diesel,166.41,5448,0.66,25.0,Wednesday,No,166.48
2024-09-05,103,Diesel,164.79,4767,0.52,34.2,Thursday,No,164.12
2024-09-06,103,Diesel,166.1,5105,0.0,24.7,Friday,No,166.92
2024-09-07,103,Diesel,163.49,4315,0.0,24.3,Saturday,No,162.58
2024-09-08,103,Diesel,163.22,4985,0.96,22.9,Sunday,No,163.14
2024-09-09,103,Diesel,162.82,5125,4.41,29.8,Monday,No,162.97
2024-09-10,103,Diesel,166.33,4029,1.55,26.1,Tuesday,No,166.81
2024-09-11,103,Diesel,164.45,4149,3.92,24.7,Wednesday,No,164.35
2024-09-12,103,Diesel,165.45,4617,0.0,26.9,Thursday,No,165.33
2024-09-13,103,Diesel,165.92,4918,2.87,25.9,Friday,No,164.5
2024-09-14,103,Diesel,166.23,4358,0.0,25.9,Saturday,No,166.33
2024-09-15,103,Diesel,163.69,4543,0.0,28.8,Sunday,No,162.58
2024-09-16,103,Diesel,163.96,5121,0.88,31.5,Monday,No,164.6
2024-09-17,103,Diesel,166.68,4472,4.35,28.7,Tuesday,No,164.93
2024-09-18,103,Diesel,163.48,5125,3.36,24.5,Wednesday,No,161.92
2024-09-19,103,Diesel,166.99,4987,0.0,26.3,Thursday,No,166.99
2024-09-20,103,Diesel,165.56,4503,0.81,27.5,Friday,No,165.5
2024-09-21,103,Diesel,168.21,4324,3.69,30.0,Saturday,No,167.62
2024-09-22,103,Diesel,166.26,5010,3.81,34.5,Sunday,No,164.82
2024-09-23,103,Diesel,166.59,4462,0.0,26.6,Monday,No,165.1
2024-09-24,103,Diesel,165.05,5126,0.0,26.7,Tuesday,No,163.75
2024-09-25,103,Diesel,164.34,5098,7.28,28.6,Wednesday,No,162.03
2024-09-26,103,Diesel,163.82,4672,3.75,29.7,Thursday,No,163.65
2024-09-27,103,Diesel,166.76,4872,0.0,29.7,Friday,No,166.92
2024-09-28,103,Diesel,165.74,4693,7.19,30.0,Saturday,Yes,166.17
2024-09-29,103,Diesel,164.56,5204,0.0,22.8,Sunday,No,162.93
2024-09-30,103,Diesel,166.21,4951,0.0,28.5,Monday,No,165.57
2024-10-01,103,Diesel,165.58,5001,2.35,29.9,Tuesday,No,166.08
2024-10-02,103,Diesel,164.09,4730,0.0,24.5,Wednesday,No,163.4
2024-10-03,103,Diesel,166.62,4852,0.26,28.4,Thursday,No,164.7
2024-10-04,103,Diesel,164.88,5186,0.83,29.7,Friday,No,163.16
2024-10-05,103,Diesel,166.71,5454,5.72,32.6,Saturday,No,166.99
2024-10-06,103,Diesel,166.07,4884,1.47,30.3,Sunday,No,165.45
2024-10-07,103,Diesel,164.81,4363,10.53,33.8,Monday,No,164.31
2024-10-08,103,Diesel,164.33,4029,4.26,28.3,Tuesday,No,160.65
2024-10-09,103,Diesel,163.73,4076,2.84,25.7,Wednesday,No,165.54
2024-10-10,103,Diesel,165.93,5232,0.0,31.9,Thursday,No,164.24
2024-10-11,103,Diesel,164.76,5553,2.62,32.1,Friday,No,166.19
2024-10-12,103,Diesel,164.03,4369,0.0,27.0,Saturday,No,164.24
2024-10-13,103,Diesel,162.34,4231,0.0,23.7,Sunday,No,163.0
2024-10-14,103,Diesel,165.52,4700,0.72,25.4,Monday,No,164.9
2024-10-15,103,Diesel,165.65,4823,0.54,32.6,Tuesday,No,164.12
2024-10-16,103,Diesel,165.14,5119,0.89,26.6,Wednesday,No,164.54
2024-10-17,103,Diesel,162.6,5263,1.74,23.5,Thursday,No,161.28
2024-10-18,103,Diesel,166.73,4529,4.27,27.0,Friday,No,167.73
2024-10-19,103,Diesel,165.92,4093,3.25,23.8,Saturday,Yes,166.63
2024-10-20,103,Diesel,167.14,4264,0.0,25.7,Sunday,Yes,166.53
2024-10-21,103,Diesel,165.95,4832,0.86,23.3,Monday,No,164.79
2024-10-22,103,Diesel,161.89,5452,5.99,24.0,Tuesday,No,162.38
2024-10-23,103,Diesel,166.07,4840,0.25,29.0,Wednesday,No,165.27
2024-10-24,103,Diesel,168.36,4597,0.0,32.1,Thursday,No,167.6
2024-10-25,103,Diesel,165.21,4941,3.91,28.9,Friday,No,164.65
2024-10-26,103,Diesel,167.34,4267,4.68,21.5,Saturday,No,168.63
2024-10-27,103,Diesel,164.76,4969,2.23,26.7,Sunday,Yes,164.43
2024-10-28,103,Diesel,163.56,4992,2.84,27.6,Monday,No,162.99
2024-10-29,103,Diesel,162.66,4680,4.08,25.8,Tuesday,No,162.78
2024-10-30,103,Diesel,164.7,4616,6.08,27.7,Wednesday,No,164.25
2024-10-31,103,Diesel,166.71,4957,4.57,25.5,Thursday,No,166.01
2024-11-01,103,Diesel,164.77,3952,0.0,29.0,Friday,No,164.44
2024-11-02,103,Diesel,165.98,5591,1.03,22.7,Saturday,No,164.97
2024-11-03,103,Diesel,162.04,4993,5.65,25.7,Sunday,No,161.55
2024-11-04,103,Diesel,162.58,4963,2.72,27.0,Monday,No,162.0
2024-11-05,103,Diesel,162.14,4788,4.07,23.8,Tuesday,No,162.33
2024-11-06,103,Diesel,163.46,4591,4.67,18.2,Wednesday,No,163.34
2024-11-07,103,Diesel,166.2,4387,0.68,29.3,Thursday,No,164.87
2024-11-08,103,Diesel,164.62,4381,5.33,33.1,Friday,Yes,163.85
2024-11-09,103,Diesel,164.42,5372,2.21,25.3,Saturday,No,162.82
2024-11-10,103,Diesel,165.14,5127,2.0,29.6,Sunday,Yes,164.66
2024-11-11,103,Diesel,167.13,5555,4.05,33.4,Monday,Yes,166.05
2024-11-12,103,Diesel,163.92,4454,1.64,29.1,Tuesday,No,163.92
2024-11-13,103,Diesel,166.42,4536,2.25,25.0,Wednesday,Yes,165.36
2024-11-14,103,Diesel,164.37,4925,8.31,32.6,Thursday,No,163.63
2024-11-15,103,Diesel,164.85,4784,5.96,29.5,Friday,No,164.36
2024-11-16,103,Diesel,163.64,4308,4.09,28.9,Saturday,No,162.66
2024-11-17,103,Diesel,163.67,4318,1.79,28.3,Sunday,No,162.08
2024-11-18,103,Diesel,166.15,4402,2.52,27.2,Monday,No,166.76
2024-11-19,103,Diesel,165.97,5070,8.39,23.1,Tuesday,No,166.02
2024-11-20,103,Diesel,169.15,5228,1.7,32.3,Wednesday,No,167.79
2024-11-21,103,Diesel,165.35,4713,1.08,26.2,Thursday,No,165.42
2024-11-22,103,Diesel,166.27,4396,0.6,35.2,Friday,No,165.87
2024-11-23,103,Diesel,166.81,4291,5.71,23.8,Saturday,No,165.71
2024-11-24,103,Diesel,163.95,5467,4.11,30.0,Sunday,No,164.45
2024-11-25,103,Diesel,164.74,4803,2.01,27.6,Monday,No,164.08
2024-11-26,103,Diesel,164.0,4701,5.03,26.3,Tuesday,No,162.94
2024-11-27,103,Diesel,165.03,4301,4.41,27.4,Wednesday,No,164.04
2024-11-28,103,Diesel,166.71,4469,2.59,29.5,Thursday,No,166.24
2024-11-29,103,Diesel,163.87,4344,5.67,27.0,Friday,No,163.33
2024-11-30,103,Diesel,161.97,4735,1.31,28.7,Saturday,No,162.11
2024-12-01,103,Diesel,164.01,5937,1.18,31.6,Sunday,No,165.7
2024-12-02,103,Diesel,165.64,5009,0.71,27.7,Monday,No,166.86
2024-12-03,103,Diesel,167.26,5055,0.0,29.8,Tuesday,No,167.77
